province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active
Akita,Japan,2020-06-18,39.748678999999996,140.408228,POINT(140.408228 39.748679),16,0,16,0
Anhui,China,2020-06-18,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Aomori,Japan,2020-06-18,40.781541,140.828896,POINT(140.828896 40.781541),30,1,26,3
Beijing,China,2020-06-18,40.1824,116.4142,POINT(116.4142 40.1824),777,9,584,184
Chiba,Japan,2020-06-18,35.510141,140.198917,POINT(140.198917 35.510141),929,45,857,27
Chongqing,China,2020-06-18,30.0572,107.874,POINT(107.874 30.0572),582,6,573,3
Ehime,Japan,2020-06-18,33.624835,132.856842,POINT(132.856842 33.624835),82,4,73,5
Fujian,China,2020-06-18,26.0789,117.9874,POINT(117.9874 26.0789),362,1,357,4
Fukui,Japan,2020-06-18,35.846614,136.22465400000002,POINT(136.224654 35.846614),122,8,114,0
Fukuoka,Japan,2020-06-18,33.526032,130.666949,POINT(130.666949 33.526032),827,28,759,40
Fukushima,Japan,2020-06-18,37.378867,140.223295,POINT(140.223295 37.378867),81,0,79,2
Gansu,China,2020-06-18,35.7518,104.2861,POINT(104.2861 35.7518),151,2,137,12
Gifu,Japan,2020-06-18,35.778671,137.055925,POINT(137.055925 35.778671),155,7,143,5
Guangdong,China,2020-06-18,23.3417,113.4244,POINT(113.4244 23.3417),1631,8,1604,19
Guangxi,China,2020-06-18,23.8298,108.7881,POINT(108.7881 23.8298),254,2,252,0
Guizhou,China,2020-06-18,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Gunma,Japan,2020-06-18,36.504478999999996,138.985605,POINT(138.985605 36.504479),151,19,130,2
Hainan,China,2020-06-18,19.1959,109.7453,POINT(109.7453 19.1959),171,6,163,2
Hebei,China,2020-06-18,37.8957,114.9042,POINT(114.9042 37.8957),340,6,322,12
Heilongjiang,China,2020-06-18,47.861999999999995,127.7615,POINT(127.7615 47.862),947,13,934,0
Henan,China,2020-06-18,33.882,113.61399999999999,POINT(113.614 33.882),1276,22,1254,0
Hiroshima,Japan,2020-06-18,34.605309000000005,132.788719,POINT(132.788719 34.605309),165,3,162,0
Hokkaido,Japan,2020-06-18,43.385711,142.55231799999999,POINT(142.552318 43.385711),1180,92,970,118
Hong Kong,China,2020-06-18,22.3,114.2,POINT(114.2 22.3),1124,4,1072,48
Hubei,China,2020-06-18,30.9756,112.2707,POINT(112.2707 30.9756),68135,4512,63623,0
Hunan,China,2020-06-18,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Hyogo,Japan,2020-06-18,35.039913,134.828057,POINT(134.828057 35.039913),699,43,653,3
Ibaraki,Japan,2020-06-18,36.303588,140.319591,POINT(140.319591 36.303588),168,10,155,3
Inner Mongolia,China,2020-06-18,44.0935,113.9448,POINT(113.9448 44.0935),238,1,234,3
Ishikawa,Japan,2020-06-18,36.769464,136.771027,POINT(136.771027 36.769464),299,27,244,28
Jiangsu,China,2020-06-18,32.9711,119.455,POINT(119.455 32.9711),653,0,653,0
Jiangxi,China,2020-06-18,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0
Jilin,China,2020-06-18,43.6661,126.1923,POINT(126.1923 43.6661),155,2,153,0
Kagawa,Japan,2020-06-18,34.217292,133.969047,POINT(133.969047 34.217292),28,0,28,0
Kagoshima,Japan,2020-06-18,31.009484000000004,130.430665,POINT(130.430665 31.009484),11,0,10,1
Kanagawa,Japan,2020-06-18,35.415312,139.338983,POINT(139.338983 35.415312),1425,93,1244,88
Kochi,Japan,2020-06-18,33.422519,133.367307,POINT(133.367307 33.422519),74,3,71,0
Kumamoto,Japan,2020-06-18,32.608154,130.74523100000002,POINT(130.745231 32.608154),47,3,44,0
Kyoto,Japan,2020-06-18,35.253815,135.443341,POINT(135.443341 35.253815),363,18,340,5
Liaoning,China,2020-06-18,41.2956,122.6085,POINT(122.6085 41.2956),153,2,147,4
Macau,China,2020-06-18,22.1667,113.55,POINT(113.55 22.1667),45,0,45,0
Mie,Japan,2020-06-18,34.508018,136.376013,POINT(136.376013 34.508018),45,1,44,0
Miyagi,Japan,2020-06-18,38.446859,140.927086,POINT(140.927086 38.446859),88,1,87,0
Miyazaki,Japan,2020-06-18,32.193203999999994,131.299374,POINT(131.299374 32.193204),17,0,17,0
Nagano,Japan,2020-06-18,36.132134,138.045528,POINT(138.045528 36.132134),75,0,74,1
Nagasaki,Japan,2020-06-18,33.235712,129.608033,POINT(129.608033 33.235712),17,1,16,0
Nara,Japan,2020-06-18,34.317451,135.871644,POINT(135.871644 34.317451),92,2,90,0
Niigata,Japan,2020-06-18,37.521819,138.918647,POINT(138.918647 37.521819),82,0,81,1
Ningxia,China,2020-06-18,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Oita,Japan,2020-06-18,33.200697,131.43323999999998,POINT(131.43324 33.200697),60,1,59,0
Okayama,Japan,2020-06-18,34.89246,133.826252,POINT(133.826252 34.89246),25,0,25,0
Okinawa,Japan,2020-06-18,25.768923,126.668016,POINT(126.668016 25.768923),145,7,138,0
Osaka,Japan,2020-06-18,34.620965000000005,135.507481,POINT(135.507481 34.620965),1794,86,1680,28
Port Quarantine,Japan,2020-06-18,,,,273,0,178,95
Qinghai,China,2020-06-18,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Saga,Japan,2020-06-18,33.286977,130.115738,POINT(130.115738 33.286977),45,0,45,0
Saitama,Japan,2020-06-18,35.997101,139.347635,POINT(139.347635 35.997101),1025,52,951,22
Shaanxi,China,2020-06-18,35.1917,108.8701,POINT(108.8701 35.1917),314,3,306,5
Shandong,China,2020-06-18,36.3427,118.1498,POINT(118.1498 36.3427),792,7,783,2
Shanghai,China,2020-06-18,31.201999999999998,121.4491,POINT(121.4491 31.202),697,7,668,22
Shanxi,China,2020-06-18,37.5777,112.2922,POINT(112.2922 37.5777),198,0,198,0
Shiga,Japan,2020-06-18,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),100,1,98,1
Shimane,Japan,2020-06-18,35.07076,132.55406399999998,POINT(132.554064 35.07076),24,0,23,1
Shizuoka,Japan,2020-06-18,34.916975,138.40778400000002,POINT(138.407784 34.916975),80,1,74,5
Sichuan,China,2020-06-18,30.6171,102.7103,POINT(102.7103 30.6171),589,3,569,17
Tianjin,China,2020-06-18,39.3054,117.323,POINT(117.323 39.3054),197,3,191,3
Tibet,China,2020-06-18,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Tochigi,Japan,2020-06-18,36.689912,139.819213,POINT(139.819213 36.689912),66,0,65,1
Tokushima,Japan,2020-06-18,33.919178,134.242091,POINT(134.242091 33.919178),5,1,4,0
Tokyo,Japan,2020-06-18,35.711343,139.446921,POINT(139.446921 35.711343),5680,317,4978,385
Tottori,Japan,2020-06-18,35.359069,133.863619,POINT(133.863619 35.359069),3,0,3,0
Toyama,Japan,2020-06-18,36.637464,137.26934599999998,POINT(137.269346 36.637464),227,22,204,1
Unknown,Japan,2020-06-18,,,,8,0,0,8
Wakayama,Japan,2020-06-18,33.911879,135.505446,POINT(135.505446 33.911879),63,3,60,0
Xinjiang,China,2020-06-18,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yamagata,Japan,2020-06-18,38.448396,140.102154,POINT(140.102154 38.448396),69,0,68,1
Yamaguchi,Japan,2020-06-18,34.201190000000004,131.573293,POINT(131.573293 34.20119),37,0,36,1
Yamanashi,Japan,2020-06-18,35.612364,138.61148899999998,POINT(138.611489 35.612364),72,1,67,4
Yunnan,China,2020-06-18,24.974,101.48700000000001,POINT(101.487 24.974),185,2,183,0
Zhejiang,China,2020-06-18,29.1832,120.0934,POINT(120.0934 29.1832),1269,1,1267,1
,"Korea, South",2020-06-18,35.907757000000011,127.766922,POINT(127.766922 35.907757),12306,280,10835,1191
,Mongolia,2020-06-18,46.8625,103.8467,POINT(103.8467 46.8625),204,0,132,72
Aichi,Japan,2020-06-19,35.035551,137.211621,POINT(137.211621 35.035551),520,34,470,16
Akita,Japan,2020-06-19,39.748678999999996,140.408228,POINT(140.408228 39.748679),16,0,16,0
Anhui,China,2020-06-19,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Aomori,Japan,2020-06-19,40.781541,140.828896,POINT(140.828896 40.781541),30,1,26,3
Beijing,China,2020-06-19,40.1824,116.4142,POINT(116.4142 40.1824),777,9,584,184
Chiba,Japan,2020-06-19,35.510141,140.198917,POINT(140.198917 35.510141),930,45,857,28
Chongqing,China,2020-06-19,30.0572,107.874,POINT(107.874 30.0572),582,6,573,3
Ehime,Japan,2020-06-19,33.624835,132.856842,POINT(132.856842 33.624835),82,4,73,5
Fujian,China,2020-06-19,26.0789,117.9874,POINT(117.9874 26.0789),362,1,357,4
Fukui,Japan,2020-06-19,35.846614,136.22465400000002,POINT(136.224654 35.846614),122,8,114,0
Fukuoka,Japan,2020-06-19,33.526032,130.666949,POINT(130.666949 33.526032),835,28,763,44
Fukushima,Japan,2020-06-19,37.378867,140.223295,POINT(140.223295 37.378867),82,0,80,2
Gansu,China,2020-06-19,35.7518,104.2861,POINT(104.2861 35.7518),151,2,137,12
Gifu,Japan,2020-06-19,35.778671,137.055925,POINT(137.055925 35.778671),155,7,143,5
Guangdong,China,2020-06-19,23.3417,113.4244,POINT(113.4244 23.3417),1631,8,1604,19
Guangxi,China,2020-06-19,23.8298,108.7881,POINT(108.7881 23.8298),254,2,252,0
Guizhou,China,2020-06-19,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Gunma,Japan,2020-06-19,36.504478999999996,138.985605,POINT(138.985605 36.504479),151,19,130,2
Hainan,China,2020-06-19,19.1959,109.7453,POINT(109.7453 19.1959),171,6,163,2
Hebei,China,2020-06-19,37.8957,114.9042,POINT(114.9042 37.8957),340,6,322,12
Heilongjiang,China,2020-06-19,47.862,127.7615,POINT(127.7615 47.862),947,13,934,0
Henan,China,2020-06-19,33.882,113.614,POINT(113.614 33.882),1276,22,1254,0
Hiroshima,Japan,2020-06-19,34.605309000000005,132.788719,POINT(132.788719 34.605309),165,3,162,0
Hokkaido,Japan,2020-06-19,43.385711,142.55231799999999,POINT(142.552318 43.385711),1183,94,977,112
Hong Kong,China,2020-06-19,22.3,114.2,POINT(114.2 22.3),1124,4,1072,48
Hubei,China,2020-06-19,30.9756,112.2707,POINT(112.2707 30.9756),68135,4512,63623,0
Hunan,China,2020-06-19,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Hyogo,Japan,2020-06-19,35.039913,134.828057,POINT(134.828057 35.039913),700,43,653,4
Ibaraki,Japan,2020-06-19,36.303588,140.319591,POINT(140.319591 36.303588),168,10,155,3
Inner Mongolia,China,2020-06-19,44.0935,113.9448,POINT(113.9448 44.0935),238,1,234,3
Ishikawa,Japan,2020-06-19,36.769464,136.771027,POINT(136.771027 36.769464),299,27,247,25
Jiangsu,China,2020-06-19,32.9711,119.455,POINT(119.455 32.9711),653,0,653,0
Jiangxi,China,2020-06-19,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0
Jilin,China,2020-06-19,43.6661,126.1923,POINT(126.1923 43.6661),155,2,153,0
Kagawa,Japan,2020-06-19,34.217292,133.969047,POINT(133.969047 34.217292),28,0,28,0
Kagoshima,Japan,2020-06-19,31.009484000000004,130.430665,POINT(130.430665 31.009484),11,0,10,1
Kanagawa,Japan,2020-06-19,35.415312,139.338983,POINT(139.338983 35.415312),1427,94,1271,62
Kochi,Japan,2020-06-19,33.422519,133.367307,POINT(133.367307 33.422519),74,3,71,0
Kumamoto,Japan,2020-06-19,32.608154,130.74523100000002,POINT(130.745231 32.608154),47,3,44,0
Kyoto,Japan,2020-06-19,35.253815,135.443341,POINT(135.443341 35.253815),364,18,341,5
Liaoning,China,2020-06-19,41.2956,122.6085,POINT(122.6085 41.2956),153,2,147,4
Macau,China,2020-06-19,22.1667,113.55,POINT(113.55 22.1667),45,0,45,0
Mie,Japan,2020-06-19,34.508018,136.376013,POINT(136.376013 34.508018),45,1,44,0
Miyagi,Japan,2020-06-19,38.446859,140.927086,POINT(140.927086 38.446859),88,1,87,0
Miyazaki,Japan,2020-06-19,32.193203999999994,131.299374,POINT(131.299374 32.193204),17,0,17,0
Nagano,Japan,2020-06-19,36.132134,138.045528,POINT(138.045528 36.132134),76,0,75,1
Nagasaki,Japan,2020-06-19,33.235712,129.608033,POINT(129.608033 33.235712),17,1,16,0
Nara,Japan,2020-06-19,34.317451,135.871644,POINT(135.871644 34.317451),92,2,90,0
Niigata,Japan,2020-06-19,37.521819,138.918647,POINT(138.918647 37.521819),83,0,81,2
Ningxia,China,2020-06-19,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Oita,Japan,2020-06-19,33.200697,131.43323999999998,POINT(131.43324 33.200697),60,1,59,0
Okayama,Japan,2020-06-19,34.89246,133.826252,POINT(133.826252 34.89246),25,0,25,0
Okinawa,Japan,2020-06-19,25.768923,126.668016,POINT(126.668016 25.768923),145,7,139,-1
Osaka,Japan,2020-06-19,34.620965000000005,135.507481,POINT(135.507481 34.620965),1800,86,1680,34
Port Quarantine,Japan,2020-06-19,,,,279,0,182,97
Qinghai,China,2020-06-19,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Saga,Japan,2020-06-19,33.286977,130.115738,POINT(130.115738 33.286977),45,0,45,0
Saitama,Japan,2020-06-19,35.997101,139.347635,POINT(139.347635 35.997101),1026,65,951,10
Shaanxi,China,2020-06-19,35.1917,108.8701,POINT(108.8701 35.1917),314,3,306,5
Shandong,China,2020-06-19,36.3427,118.1498,POINT(118.1498 36.3427),792,7,783,2
Shanghai,China,2020-06-19,31.202,121.4491,POINT(121.4491 31.202),697,7,668,22
Shanxi,China,2020-06-19,37.5777,112.2922,POINT(112.2922 37.5777),198,0,198,0
Shiga,Japan,2020-06-19,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),101,1,98,2
Shimane,Japan,2020-06-19,35.07076,132.55406399999998,POINT(132.554064 35.07076),24,0,23,1
Shizuoka,Japan,2020-06-19,34.916975,138.40778400000002,POINT(138.407784 34.916975),81,1,74,6
Sichuan,China,2020-06-19,30.6171,102.7103,POINT(102.7103 30.6171),589,3,569,17
Tianjin,China,2020-06-19,39.3054,117.323,POINT(117.323 39.3054),197,3,191,3
Tibet,China,2020-06-19,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Tochigi,Japan,2020-06-19,36.689912,139.819213,POINT(139.819213 36.689912),66,0,65,1
Tokushima,Japan,2020-06-19,33.919178,134.242091,POINT(134.242091 33.919178),5,1,4,0
Tokyo,Japan,2020-06-19,35.711343,139.446921,POINT(139.446921 35.711343),5715,317,5017,381
Tottori,Japan,2020-06-19,35.359069,133.863619,POINT(133.863619 35.359069),3,0,3,0
Toyama,Japan,2020-06-19,36.637464,137.26934599999998,POINT(137.269346 36.637464),227,22,205,0
Unknown,Japan,2020-06-19,,,,8,0,0,8
Wakayama,Japan,2020-06-19,33.911879,135.505446,POINT(135.505446 33.911879),63,3,60,0
Xinjiang,China,2020-06-19,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yamagata,Japan,2020-06-19,38.448396,140.102154,POINT(140.102154 38.448396),69,0,68,1
Yamaguchi,Japan,2020-06-19,34.201190000000004,131.573293,POINT(131.573293 34.20119),37,0,36,1
Yamanashi,Japan,2020-06-19,35.612364,138.61148899999998,POINT(138.611489 35.612364),72,1,69,2
Yunnan,China,2020-06-19,24.974,101.487,POINT(101.487 24.974),185,2,183,0
Zhejiang,China,2020-06-19,29.1832,120.0934,POINT(120.0934 29.1832),1269,1,1267,1
,"Korea, South",2020-06-19,35.907757000000011,127.766922,POINT(127.766922 35.907757),12373,280,10856,1237
,Mongolia,2020-06-19,46.8625,103.8467,POINT(103.8467 46.8625),204,0,139,65
Aichi,Japan,2020-06-20,35.035551,137.211621,POINT(137.211621 35.035551),521,34,470,17
Akita,Japan,2020-06-20,39.748678999999996,140.408228,POINT(140.408228 39.748679),16,0,16,0
Anhui,China,2020-06-20,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Aomori,Japan,2020-06-20,40.781541,140.828896,POINT(140.828896 40.781541),30,1,26,3
Beijing,China,2020-06-20,40.1824,116.4142,POINT(116.4142 40.1824),821,9,584,228
Chiba,Japan,2020-06-20,35.510141,140.198917,POINT(140.198917 35.510141),932,45,859,28
Chongqing,China,2020-06-20,30.0572,107.874,POINT(107.874 30.0572),582,6,573,3
Ehime,Japan,2020-06-20,33.624835,132.856842,POINT(132.856842 33.624835),82,4,74,4
Fujian,China,2020-06-20,26.0789,117.9874,POINT(117.9874 26.0789),363,1,357,5
Fukui,Japan,2020-06-20,35.846614,136.22465400000002,POINT(136.224654 35.846614),122,8,114,0
Fukuoka,Japan,2020-06-20,33.526032,130.666949,POINT(130.666949 33.526032),835,29,781,25
Fukushima,Japan,2020-06-20,37.378867,140.223295,POINT(140.223295 37.378867),82,0,80,2
Gansu,China,2020-06-20,35.7518,104.2861,POINT(104.2861 35.7518),151,2,137,12
Gifu,Japan,2020-06-20,35.778671,137.055925,POINT(137.055925 35.778671),156,7,143,6
Guangdong,China,2020-06-20,23.3417,113.4244,POINT(113.4244 23.3417),1634,8,1614,12
Guangxi,China,2020-06-20,23.8298,108.7881,POINT(108.7881 23.8298),254,2,252,0
Guizhou,China,2020-06-20,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Gunma,Japan,2020-06-20,36.504478999999996,138.985605,POINT(138.985605 36.504479),151,19,130,2
Hainan,China,2020-06-20,19.1959,109.7453,POINT(109.7453 19.1959),171,6,163,2
Hebei,China,2020-06-20,37.8957,114.9042,POINT(114.9042 37.8957),344,6,322,16
Heilongjiang,China,2020-06-20,47.861999999999995,127.7615,POINT(127.7615 47.862),947,13,934,0
Henan,China,2020-06-20,33.882,113.61399999999999,POINT(113.614 33.882),1276,22,1254,0
Hiroshima,Japan,2020-06-20,34.605309000000005,132.788719,POINT(132.788719 34.605309),165,3,162,0
Hokkaido,Japan,2020-06-20,43.385711,142.55231799999999,POINT(142.552318 43.385711),1186,94,1001,91
Hong Kong,China,2020-06-20,22.3,114.2,POINT(114.2 22.3),1128,5,1077,46
Hubei,China,2020-06-20,30.9756,112.2707,POINT(112.2707 30.9756),68135,4512,63623,0
Hunan,China,2020-06-20,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Hyogo,Japan,2020-06-20,35.039913,134.828057,POINT(134.828057 35.039913),700,43,653,4
Ibaraki,Japan,2020-06-20,36.303588,140.319591,POINT(140.319591 36.303588),170,10,155,5
Inner Mongolia,China,2020-06-20,44.0935,113.9448,POINT(113.9448 44.0935),238,1,235,2
Ishikawa,Japan,2020-06-20,36.769464,136.771027,POINT(136.771027 36.769464),299,27,248,24
Jiangsu,China,2020-06-20,32.9711,119.455,POINT(119.455 32.9711),653,0,653,0
Jiangxi,China,2020-06-20,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0
Jilin,China,2020-06-20,43.6661,126.1923,POINT(126.1923 43.6661),155,2,153,0
Kagawa,Japan,2020-06-20,34.217292,133.969047,POINT(133.969047 34.217292),28,0,28,0
Kagoshima,Japan,2020-06-20,31.009484000000004,130.430665,POINT(130.430665 31.009484),11,0,10,1
Kanagawa,Japan,2020-06-20,35.415312,139.338983,POINT(139.338983 35.415312),1432,94,1271,67
Kochi,Japan,2020-06-20,33.422519,133.367307,POINT(133.367307 33.422519),74,3,71,0
Kumamoto,Japan,2020-06-20,32.608154,130.74523100000002,POINT(130.745231 32.608154),47,3,44,0
Kyoto,Japan,2020-06-20,35.253815,135.443341,POINT(135.443341 35.253815),365,18,341,6
Liaoning,China,2020-06-20,41.2956,122.6085,POINT(122.6085 41.2956),153,2,147,4
Macau,China,2020-06-20,22.1667,113.55,POINT(113.55 22.1667),45,0,45,0
Mie,Japan,2020-06-20,34.508018,136.376013,POINT(136.376013 34.508018),45,1,44,0
Miyagi,Japan,2020-06-20,38.446859,140.927086,POINT(140.927086 38.446859),89,1,87,1
Miyazaki,Japan,2020-06-20,32.193203999999994,131.299374,POINT(131.299374 32.193204),17,0,17,0
Nagano,Japan,2020-06-20,36.132134,138.045528,POINT(138.045528 36.132134),76,0,75,1
Nagasaki,Japan,2020-06-20,33.235712,129.608033,POINT(129.608033 33.235712),17,1,16,0
Nara,Japan,2020-06-20,34.317451,135.871644,POINT(135.871644 34.317451),92,2,90,0
Niigata,Japan,2020-06-20,37.521819,138.918647,POINT(138.918647 37.521819),83,0,81,2
Ningxia,China,2020-06-20,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Oita,Japan,2020-06-20,33.200697,131.43323999999998,POINT(131.43324 33.200697),60,1,59,0
Okayama,Japan,2020-06-20,34.89246,133.826252,POINT(133.826252 34.89246),25,0,25,0
Okinawa,Japan,2020-06-20,25.768923,126.668016,POINT(126.668016 25.768923),145,7,139,-1
Osaka,Japan,2020-06-20,34.620965000000005,135.507481,POINT(135.507481 34.620965),1806,86,1681,39
Port Quarantine,Japan,2020-06-20,,,,279,0,182,97
Qinghai,China,2020-06-20,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Saga,Japan,2020-06-20,33.286977,130.115738,POINT(130.115738 33.286977),45,0,45,0
Saitama,Japan,2020-06-20,35.997101,139.347635,POINT(139.347635 35.997101),1032,65,941,26
Shaanxi,China,2020-06-20,35.1917,108.8701,POINT(108.8701 35.1917),316,3,306,7
Shandong,China,2020-06-20,36.3427,118.1498,POINT(118.1498 36.3427),792,7,785,0
Shanghai,China,2020-06-20,31.201999999999998,121.4491,POINT(121.4491 31.202),698,7,668,23
Shanxi,China,2020-06-20,37.5777,112.2922,POINT(112.2922 37.5777),198,0,198,0
Shiga,Japan,2020-06-20,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),101,1,98,2
Shimane,Japan,2020-06-20,35.07076,132.55406399999998,POINT(132.554064 35.07076),24,0,23,1
Shizuoka,Japan,2020-06-20,34.916975,138.40778400000002,POINT(138.407784 34.916975),81,1,74,6
Sichuan,China,2020-06-20,30.6171,102.7103,POINT(102.7103 30.6171),589,3,570,16
Tianjin,China,2020-06-20,39.3054,117.323,POINT(117.323 39.3054),197,3,191,3
Tibet,China,2020-06-20,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Tochigi,Japan,2020-06-20,36.689912,139.819213,POINT(139.819213 36.689912),66,0,65,1
Tokushima,Japan,2020-06-20,33.919178,134.242091,POINT(134.242091 33.919178),5,1,4,0
Tokyo,Japan,2020-06-20,35.711343,139.446921,POINT(139.446921 35.711343),5754,320,5084,350
Tottori,Japan,2020-06-20,35.359069,133.863619,POINT(133.863619 35.359069),3,0,3,0
Toyama,Japan,2020-06-20,36.637464,137.26934599999998,POINT(137.269346 36.637464),227,22,205,0
Unknown,Japan,2020-06-20,,,,8,0,0,8
Wakayama,Japan,2020-06-20,33.911879,135.505446,POINT(135.505446 33.911879),63,3,60,0
Xinjiang,China,2020-06-20,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yamagata,Japan,2020-06-20,38.448396,140.102154,POINT(140.102154 38.448396),69,0,68,1
Yamaguchi,Japan,2020-06-20,34.201190000000004,131.573293,POINT(131.573293 34.20119),37,0,36,1
Yamanashi,Japan,2020-06-20,35.612364,138.61148899999998,POINT(138.611489 35.612364),72,1,69,2
Yunnan,China,2020-06-20,24.974,101.48700000000001,POINT(101.487 24.974),185,2,183,0
Zhejiang,China,2020-06-20,29.1832,120.0934,POINT(120.0934 29.1832),1269,1,1267,1
,"Korea, South",2020-06-20,35.907757000000011,127.766922,POINT(127.766922 35.907757),12421,280,10868,1273
,Mongolia,2020-06-20,46.8625,103.8467,POINT(103.8467 46.8625),206,0,139,67
Aichi,Japan,2020-06-21,35.035551,137.211621,POINT(137.211621 35.035551),521,34,470,17
Akita,Japan,2020-06-21,39.748678999999996,140.408228,POINT(140.408228 39.748679),16,0,16,0
Anhui,China,2020-06-21,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Aomori,Japan,2020-06-21,40.781541,140.828896,POINT(140.828896 40.781541),30,1,26,3
Beijing,China,2020-06-21,40.1824,116.4142,POINT(116.4142 40.1824),830,9,584,237
Chiba,Japan,2020-06-21,35.510141,140.198917,POINT(140.198917 35.510141),932,45,859,28
Chongqing,China,2020-06-21,30.0572,107.874,POINT(107.874 30.0572),582,6,573,3
Ehime,Japan,2020-06-21,33.624835,132.856842,POINT(132.856842 33.624835),82,4,74,4
Fujian,China,2020-06-21,26.0789,117.9874,POINT(117.9874 26.0789),363,1,357,5
Fukui,Japan,2020-06-21,35.846614,136.22465400000002,POINT(136.224654 35.846614),122,8,114,0
Fukuoka,Japan,2020-06-21,33.526032,130.666949,POINT(130.666949 33.526032),835,28,781,26
Fukushima,Japan,2020-06-21,37.378867,140.223295,POINT(140.223295 37.378867),82,0,80,2
Gansu,China,2020-06-21,35.7518,104.2861,POINT(104.2861 35.7518),151,2,137,12
Gifu,Japan,2020-06-21,35.778671,137.055925,POINT(137.055925 35.778671),156,7,143,6
Guangdong,China,2020-06-21,23.3417,113.4244,POINT(113.4244 23.3417),1634,8,1614,12
Guangxi,China,2020-06-21,23.8298,108.7881,POINT(108.7881 23.8298),254,2,252,0
Guizhou,China,2020-06-21,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Gunma,Japan,2020-06-21,36.504478999999996,138.985605,POINT(138.985605 36.504479),151,19,130,2
Hainan,China,2020-06-21,19.1959,109.7453,POINT(109.7453 19.1959),171,6,163,2
Hebei,China,2020-06-21,37.8957,114.9042,POINT(114.9042 37.8957),346,6,322,18
Heilongjiang,China,2020-06-21,47.862,127.7615,POINT(127.7615 47.862),947,13,934,0
Henan,China,2020-06-21,33.882,113.614,POINT(113.614 33.882),1276,22,1254,0
Hiroshima,Japan,2020-06-21,34.605309000000005,132.788719,POINT(132.788719 34.605309),165,3,162,0
Hokkaido,Japan,2020-06-21,43.385711,142.55231799999999,POINT(142.552318 43.385711),1188,95,1001,92
Hong Kong,China,2020-06-21,22.3,114.2,POINT(114.2 22.3),1131,5,1078,48
Hubei,China,2020-06-21,30.9756,112.2707,POINT(112.2707 30.9756),68135,4512,63623,0
Hunan,China,2020-06-21,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0
Hyogo,Japan,2020-06-21,35.039913,134.828057,POINT(134.828057 35.039913),702,43,653,6
Ibaraki,Japan,2020-06-21,36.303588,140.319591,POINT(140.319591 36.303588),170,10,155,5
Inner Mongolia,China,2020-06-21,44.0935,113.9448,POINT(113.9448 44.0935),238,1,235,2
Ishikawa,Japan,2020-06-21,36.769464,136.771027,POINT(136.771027 36.769464),299,27,248,24
Jiangsu,China,2020-06-21,32.9711,119.455,POINT(119.455 32.9711),653,0,653,0
Jiangxi,China,2020-06-21,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0
Jilin,China,2020-06-21,43.6661,126.1923,POINT(126.1923 43.6661),155,2,153,0
Kagawa,Japan,2020-06-21,34.217292,133.969047,POINT(133.969047 34.217292),28,0,28,0
Kagoshima,Japan,2020-06-21,31.009484000000004,130.430665,POINT(130.430665 31.009484),11,0,10,1
Kanagawa,Japan,2020-06-21,35.415312,139.338983,POINT(139.338983 35.415312),1432,94,1271,67
Kochi,Japan,2020-06-21,33.422519,133.367307,POINT(133.367307 33.422519),74,3,71,0
Kumamoto,Japan,2020-06-21,32.608154,130.74523100000002,POINT(130.745231 32.608154),47,3,44,0
Kyoto,Japan,2020-06-21,35.253815,135.443341,POINT(135.443341 35.253815),365,18,341,6
Liaoning,China,2020-06-21,41.2956,122.6085,POINT(122.6085 41.2956),154,2,147,5
